ID,GX,GY,Species,Tag,PrevStatus,PrevIDqual,PrevHt,Cell,PrevComments,StandID,Plot,PrevYear
609100232,60,30,CESA,47918,1,S,17,G7,,BURNED,609,2023
652100233,66,44,CESA,47919,1,S,261,G6,,BURNED,652,2023
622100234,30,21,CEVE,47920,6,S,,D8,,BURNED,622,2023
635100235,39,35,CEVE,47921,9,S,,I9,,BURNED,635,2023
606100236,82,58,CESA,47923,2,S,24,I4,,BURNED,606,2023
658100237,54,66,BENE,47927,1,S,49,F4,,BURNED,658,2023
643100238,79,100,BENE,47930,1,S,63,H1,,BURNED,643,2023
667100239,54,67,CESA,47932,1,S,135,E5,Sp conf CESA 2023,BURNED,667,2023
640100240,72,64,BENE,47933,1,S,20,H4,Tag replaced,BURNED,640,2023
609100241,54,48,CESA,47935,1,S,43,F6,,BURNED,609,2023
636100242,38,43,VAPA,47937,1,S,205,D6,,BURNED,636,2023
672100243,31,11,BENE,47939,1,S,54,D9,,BURNED,672,2023
609100244,74,19,BENE,47940,1,S,24,H9,,BURNED,609,2023
606100245,79,69,CESA,47945,1,S,30,H3,,BURNED,606,2023
606100246,46,100,CESA,47948,1,S,55,E1,,BURNED,606,2023
623100247,42,18,BENE,47949,1,S,49,F9,,BURNED,623,2023
663100248,56,70,BENE,47951,1,S,62,F4,Stressed ,BURNED,663,2023
619100249,21,80,ACMA,47956,2,S,72,B2,,BURNED,619,2023
636100250,40,46,VAPA,47959,1,S,31,E6,Multi herbivory,BURNED,636,2023
609100251,8,66,CESA,47961,1,S,61,A4,,BURNED,609,2023
606100252,32,100,BENE,47963,1,S,31,D1,,BURNED,606,2023
639100253,44,21,SYMO,47965,6,S,,E8,,BURNED,639,2023
673100254,73,76,BENE,47965,1,S,42,H3,Previous tag 10309 missing and replaced with new tag,BURNED,673,2023
606100255,68,33,CEVE,47966,6,S,,G7,,BURNED,606,2023
623100256,52,56,BENE,47967,1,S,55,F5,,BURNED,623,2023
636100257,33,39,VAPA,47971,1,S,96,D7,Multi,BURNED,636,2023
644100258,32,10,PSME,47978,9,S,,D9,,BURNED,644,2023
622100259,19,36,CEVE,47982,6,S,,B7,,BURNED,622,2023
646100260,8,99,ARME,47983,1,S,318,A1,,BURNED,646,2023
606100261,80,33,CESA,47984,1,S,33,I7,,BURNED,606,2023
609100262,77,91,PSME,47985,2,S,44,H1,,BURNED,609,2023
605100263,12,26,PSME,47985,6,S,,B8,,BURNED,605,2023
623100264,18,91,BENE,47986,1,S,14,B1,,BURNED,623,2023
640100265,92,79,BENE,47987,1,S,74,J3,Tag corrected,BURNED,640,2023
622100266,60,61,BENE,47989,1,S,45,G4,,BURNED,622,2023
606100267,84,72,CEVE,47990,6,S,,I3,,BURNED,606,2023
606100268,83,72,CESA,47992,1,S,18,I3,Leader die back,BURNED,606,2023
644100269,81,30,BENE,47994,1,S,63,I7,,BURNED,644,2023
606100270,78,64,CEVE,47995,6,S,,H4,,BURNED,606,2023
639100271,42,63,SYMO,47997,1,S,170,E4,,BURNED,639,2023
671100272,81,67,BENE,48014,1,S,29,I4,,BURNED,671,2023
663100273,35,53,BENE,48103,1,S,109,D5,,BURNED,663,2023
663100274,36,86,BENE,48104,1,S,48,D2,,BURNED,663,2023
663100275,78,30,PSME,48109,1,S,197,H7,,BURNED,663,2023
663100276,9,16,BENE,48113,1,S,98,A9,Stressed ,BURNED,663,2023
667100277,65,68,PSME,48139,1,S,207,G4,,BURNED,667,2023
667100278,14,87,CESA,48162,1,S,276,B2,Sp conf CESA 2023,BURNED,667,2023
609100279,70,76,CESA,48408,1,S,23,H3,Herbivory,BURNED,609,2023
622100280,18,42,CEVE,48413,1,S,46,B6,ODD,BURNED,622,2023
607100281,1,45,CESA,48414,1,S,27,A6,,BURNED,607,2023
671100282,39,69,BENE,48441,9,S,,D4,,BURNED,671,2023
607100283,22,40,CESA,48444,1,S,67,C6,,BURNED,607,2023
674100284,77,77,BENE,48448,1,S,65,H3,,BURNED,674,2023
606100285,85,72,CESA,48456,1,S,15,I3,Leader die back,BURNED,606,2023
673100286,36,17,BENE,48461,1,S,59,D9,,BURNED,673,2023
622100287,14,43,CEVE,48462,6,S,,B6,,BURNED,622,2023
609100288,23,16,CEVE,48464,6,S,,C9,,BURNED,609,2023
619100289,91,85,PSME,48464,2,S,51,J2,,BURNED,619,2023
671100290,40,69,BENE,48466,1,S,50,E4,,BURNED,671,2023
671100291,35,90,BENE,48467,1,S,65,D1,,BURNED,671,2023
671100292,50,40,BENE,48470,1,S,96,E6,,BURNED,671,2023
609100293,41,42,CESA,48483,1,S,63,E6,,BURNED,609,2023
672100294,85,73,PSME,48484,1,S,121,I3,,BURNED,672,2023
609100295,29,26,CEVE,48486,9,S,,C8,,BURNED,609,2023
622100296,17,42,CEVE,48487,6,S,,B6,,BURNED,622,2023
672100297,72,36,PSME,48499,1,S,80,H7,,BURNED,672,2023
638100298,54,34,BENE,48502,6,S,,F7,,BURNED,638,2023
639100299,4,23,BENE,48503,1,S,30,A8,,BURNED,639,2023
639100300,1,83,BENE,48504,1,S,69,A2,,BURNED,639,2023
640100301,47,26,BENE,48506,1,S,105,E8,,BURNED,640,2023
640100302,94,90,BENE,48507,1,S,152,J1,,BURNED,640,2023
639100303,10,53,BENE,48511,1,S,101,B5,,BURNED,639,2023
639100304,16,51,BENE,48515,2,S,63,B5,Multi with 48590,BURNED,639,2023
640100305,43,0,BENE,48516,1,S,79,E10,,BURNED,640,2023
638100306,86,94,PSME,48520,1,S,130,I1,,BURNED,638,2023
640100307,8,25,BENE,48536,1,S,145,A8,,BURNED,640,2023
639100308,10,58,BENE,48538,1,S,51,B5,,BURNED,639,2023
671100309,37,16,BENE,48539,1,S,56,D9,,BURNED,671,2023
